wallet_address,amount,date
0xcedddf3207913cef2ae8348e1ab2893f053590fb,9771.614023862752,2023-06-17
0xcedddf3207913cef2ae8348e1ab2893f053590fb,-9771.614023862752,2023-06-17
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,9771.614023862752,2023-06-17
0x33d66941465ac776c38096cb1bc496c673ae7390,3377.9626277516472,2023-06-17
0xdc3f4fd89821f5ffee79d2de8c7313e2d7ccf2b5,69081.36043012644,2023-06-19
0xa53a13a80d72a855481de5211e7654fabdfe3526,2982036.620610593,2023-06-19
0xed4ef7f061b7cad571be47a7f766b60ac3f95e28,977.9885083669704,2023-06-19
0xed4ef7f061b7cad571be47a7f766b60ac3f95e28,-977.9885083669704,2023-06-19
0xa9c2649f667dd489dc7a41b8ae5b804f0d5fcfad,135796.01906115175,2023-06-20
0xa9c2649f667dd489dc7a41b8ae5b804f0d5fcfad,-135796.01906115175,2023-06-20
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,135796.01906115175,2023-06-20
0xdc3f4fd89821f5ffee79d2de8c7313e2d7ccf2b5,-40.0,2023-06-20
0x7052d6e780435e09901bd73ce280183f40a65459,-324487.0000408849,2023-06-20
0x4ca84e948fac787de802c3846392c9e127bb5052,24344.871576538848,2023-06-20
0xdc3f4fd89821f5ffee79d2de8c7313e2d7ccf2b5,-69041.36043012644,2023-06-20
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,69041.36043012644,2023-06-20
0x6409c2c1ac1b26aaaef982572efd38412075586d,1.202e-15,2023-06-20
0x7052d6e780435e09901bd73ce280183f40a65459,324488.022716069,2023-06-20
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,97.70193934987464,2023-06-20
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,1172325.2029861573,2023-06-20
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,-1172422.904925507,2023-06-20
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,1172422.904925507,2023-06-20
0xa53a13a80d72a855481de5211e7654fabdfe3526,-2982036.620610593,2023-06-20
0xa53a13a80d72a855481de5211e7654fabdfe3526,2005024.4430636396,2023-06-20
0x289094fff803739b3445503076cbfb4b2a3940bf,1227534.635430958,2023-06-20
0x6ad977aa58ebca43ee1be688274c037be7a7a0e5,48854.19060904991,2023-06-21
0x16821d667359ad60f4e01abd195997f32c7e27d7,293088.5399828067,2023-06-21
0xdbeab1a7fe2fe907fcc0bf3801720836cab8e5e8,76.91288117788763,2023-06-21
0x185c15a20336125f1043d9bdfbd12685f62ca2c2,306260.53505816264,2023-06-21
0x185c15a20336125f1043d9bdfbd12685f62ca2c2,-306260.53505816264,2023-06-21
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,306260.53505816264,2023-06-21
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-306260.53505816264,2023-06-21
0x185c15a20336125f1043d9bdfbd12685f62ca2c2,306260.53505816264,2023-06-21
0xcedddf3207913cef2ae8348e1ab2893f053590fb,16190.527945049582,2023-06-21
0xcedddf3207913cef2ae8348e1ab2893f053590fb,-16190.527945049582,2023-06-21
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,16190.527945049582,2023-06-21
0xeffb737adf98e1fbcec150f6316dd36c7c5ecac9,6625.6796815034195,2023-06-21
0xcf1dcefa3286216ee88cc1335359e3a53ce5b6ac,9769.495955440327,2023-06-21
0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da,4.883883792879413,2023-06-21
0xab6375d9d5b45f376e4a458bae39299f3e37c02a,48846.39007216604,2023-06-21
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,1035526.8430796878,2023-06-21
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,-1035526.8430796878,2023-06-21
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,1035526.8430796878,2023-06-21
0xa53a13a80d72a855481de5211e7654fabdfe3526,-2005024.4430636396,2023-06-21
0xa53a13a80d72a855481de5211e7654fabdfe3526,1611890.9782559918,2023-06-21
0xab6375d9d5b45f376e4a458bae39299f3e37c02a,934770.4666413502,2023-06-22
0xa9cd9facea872c84b9a1925f322daef6d5e217fc,117222.94284168197,2023-06-22
0x7bd9595e75b013f340b6736d601f37b57aee9090,215287.19456346604,2023-06-22
0x19891541842162ad4311f14055e7221406213d67,976.833999266644,2023-06-22
0x19891541842162ad4311f14055e7221406213d67,-976.8326731449214,2023-06-22
0x19891541842162ad4311f14055e7221406213d67,293049.3314259854,2023-06-22
0xafd5f60aa8eb4f488eaa0ef98c1c5b0645d9a0a0,1.0,2023-06-22
0xafd5f60aa8eb4f488eaa0ef98c1c5b0645d9a0a0,-1.0,2023-06-22
0xafd5f60aa8eb4f488eaa0ef98c1c5b0645d9a0a0,87.91390085946159,2023-06-22
0x135073e67d8d8ed99f280183674b8c1436257340,56313.66262636866,2023-06-22
0x4b17b32de85aa3636929ac2cc029b95173b2aee5,3443.9355215696673,2023-06-22
0x158277daa6cb2aba7a5b694dc769d7af22dcca81,56313.6515999477,2023-06-22
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,1795236.7688510336,2023-06-23
0x3c8319dd83fa18ec1a0df2acf65277a731514d67,50603.112952485884,2023-06-24
0xa53a13a80d72a855481de5211e7654fabdfe3526,-1611890.9782559918,2023-06-24
0xa53a13a80d72a855481de5211e7654fabdfe3526,1367730.2192365592,2023-06-24
0x108c9fcd65e80c9999b34f85888861b4e20aa54d,9.766172532725594,2023-06-24
0x108c9fcd65e80c9999b34f85888861b4e20aa54d,-9.76617253,2023-06-24
0x2a3dd3eb832af982ec71669e178424b10dca2ede,9.76617253,2023-06-24
0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da,-1.9532089590192871,2023-06-25
0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,188.26231403481862,2023-06-25
0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,-19.53180326810106,2023-06-25
0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,-168.73050856418064,2023-06-25
0x185c15a20336125f1043d9bdfbd12685f62ca2c2,-306260.53505816264,2023-06-25
0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da,-2.9306748338601256,2023-06-25
0xdb79e7e9e1412457528e40db9fcdbe69f558777d,20.61758936793034,2023-06-25
0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,175.76831378223838,2023-06-26
0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da,2.92944570202563,2023-06-26
0xa53a13a80d72a855481de5211e7654fabdfe3526,-150000.0,2023-06-26
0xa53a13a80d72a855481de5211e7654fabdfe3526,1117866.9642599982,2023-06-27
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,58578.58639472296,2023-06-28
0x66b870ddf78c975af5cd8edc6de25eca81791de1,9762.626075970236,2023-06-28
0x66b870ddf78c975af5cd8edc6de25eca81791de1,4871060.436648196,2023-06-28
0xa53a13a80d72a855481de5211e7654fabdfe3526,584375.2255381941,2023-06-28
0x66b870ddf78c975af5cd8edc6de25eca81791de1,-4880823.062724166,2023-06-29
0x66b870ddf78c975af5cd8edc6de25eca81791de1,4880822.298177755,2023-06-29
0x66b870ddf78c975af5cd8edc6de25eca81791de1,-4880822.298177755,2023-06-29
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,4880822.298177755,2023-06-29
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-4880822.129520657,2023-06-29
0x66b870ddf78c975af5cd8edc6de25eca81791de1,4880822.129520657,2023-06-29
0x66b870ddf78c975af5cd8edc6de25eca81791de1,-4880822.129520657,2023-06-29
0xa53a13a80d72a855481de5211e7654fabdfe3526,-244050.0,2023-06-29
0xb744bea7e6892c380b781151554c7ebcc764910b,9762.044979616685,2023-06-29
0xb744bea7e6892c380b781151554c7ebcc764910b,-1000.0,2023-06-29
0xb744bea7e6892c380b781151554c7ebcc764910b,422636.33940231515,2023-06-29
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,-805000.0,2023-06-30
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,-19522.076165409737,2023-06-30
0x158277daa6cb2aba7a5b694dc769d7af22dcca81,17081.684418798766,2023-06-30
0xe01523770e5d00c61ccfa1c6a7f4cbdedc3c187d,9749.904184717272,2023-07-01
0xa53a13a80d72a855481de5211e7654fabdfe3526,-980000.0,2023-07-01
0x5192a2278aa4223070ee9fe4098e7f6e8bd8ddcc,38985.41440050512,2023-07-03
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-10000.0,2023-07-03
0xcedddf3207913cef2ae8348e1ab2893f053590fb,10000.0,2023-07-03
0xcedddf3207913cef2ae8348e1ab2893f053590fb,-10000.0,2023-07-03
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-15962.141968912334,2023-07-03
0xcedddf3207913cef2ae8348e1ab2893f053590fb,15962.141968912334,2023-07-03
0xcedddf3207913cef2ae8348e1ab2893f053590fb,-15962.141968912334,2023-07-03
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-0.14111156858056584,2023-07-03
0x83d546d03cc912e979ecd2538c3fc98f379b2a94,0.14111156858056584,2023-07-03
0x83d546d03cc912e979ecd2538c3fc98f379b2a94,-0.14111156858056584,2023-07-03
0xb126afa1075bbfbbe49e8321c6016f9b7ce5ca13,97579.59294414912,2023-07-03
0xb126afa1075bbfbbe49e8321c6016f9b7ce5ca13,-97579.59294414912,2023-07-03
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,97579.59294414912,2023-07-03
0x6076908d835ddaaef6baaa7e3e0afd5ea00de09c,48797.01425631589,2023-07-03
0x6076908d835ddaaef6baaa7e3e0afd5ea00de09c,-48797.01425631589,2023-07-03
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,48797.01425631589,2023-07-03
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,-9757.430824517698,2023-07-04
0xa53a13a80d72a855481de5211e7654fabdfe3526,-1695922.4090347514,2023-07-04
0xa53a13a80d72a855481de5211e7654fabdfe3526,992335.2081206008,2023-07-04
0x439fa9569c5352740883cffb3c09265862c7d7b4,2452.4769464502847,2023-07-05
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,1502480.2774155308,2023-07-05
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,-1502480.2774155308,2023-07-05
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,1502480.2774155308,2023-07-05
0x439fa9569c5352740883cffb3c09265862c7d7b4,-2452.4769464502847,2023-07-05
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,-29299.079404795524,2023-07-06
0xce4c3e4abb8a3bc23b828327c363e1dcc748d6a5,98356.29801127526,2023-07-06
0xa53a13a80d72a855481de5211e7654fabdfe3526,2061650.3636771913,2023-07-06
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,78039.97475536878,2023-07-07
0xd1236a6a111879d9862f8374ba15344b6b233fbd,0.9754572692047562,2023-07-07
0xd1236a6a111879d9862f8374ba15344b6b233fbd,-1.0,2023-07-07
0x135073e67d8d8ed99f280183674b8c1436257340,15119.204395243443,2023-07-07
0x6ad977aa58ebca43ee1be688274c037be7a7a0e5,34137.04004076774,2023-07-08
0xe894c566b48436d57a0720da459cda2f5c486b79,53462.33701220633,2023-07-09
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,803760.1409507458,2023-07-10
0xa53a13a80d72a855481de5211e7654fabdfe3526,-245000.0,2023-07-10
0xa53a13a80d72a855481de5211e7654fabdfe3526,244995.3787505373,2023-07-10
0xa9c2649f667dd489dc7a41b8ae5b804f0d5fcfad,4866.9725781451425,2023-07-10
0x8252b66e866cb7776eb6adf4b1d2605894e19c4b,-78039.97475536878,2023-07-11
0xc3d2c7815755564fd0783d4f88427517d12cc576,97508.41401117129,2023-07-11
0xd1236a6a111879d9862f8374ba15344b6b233fbd,-1.0,2023-07-11
0x19891541842162ad4311f14055e7221406213d67,1.0,2023-07-11
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,0.9750447114069523,2023-07-12
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,-0.9750447114069523,2023-07-12
0xa53a13a80d72a855481de5211e7654fabdfe3526,-100000.0,2023-07-12
0x3eeb455da20cf2c5c89d9139ff1ee04d22003a18,45.22973039147074,2023-07-12
0x4a5a62fe15a413636301aff306e95353f39913d1,116849.22011389013,2023-07-12
0x4a5a62fe15a413636301aff306e95353f39913d1,-116849.22011389013,2023-07-12
0x60af6197d08dea71a22581f13b72018b8c2671a7,9.749931650885648,2023-07-12
0x16821d667359ad60f4e01abd195997f32c7e27d7,783135.8425442158,2023-07-12
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,0.9749542971484615,2023-07-13
0xd7511495d9baca00edc1d103a4c794c0ff0604c6,14.623842179159926,2023-07-13
0xa53a13a80d72a855481de5211e7654fabdfe3526,-1000000.0,2023-07-13
0x91d764657d1eb89c84ea058b79fb77bc1bfe44f1,112084.33838293773,2023-07-14
0x158277daa6cb2aba7a5b694dc769d7af22dcca81,15109.488736290883,2023-07-14
0xa53a13a80d72a855481de5211e7654fabdfe3526,-150000.0,2023-07-14
0xa53a13a80d72a855481de5211e7654fabdfe3526,-985000.0,2023-07-14
0xa53a13a80d72a855481de5211e7654fabdfe3526,-292000.0,2023-07-15
0xa53a13a80d72a855481de5211e7654fabdfe3526,-526980.9505483295,2023-07-15
0xe01523770e5d00c61ccfa1c6a7f4cbdedc3c187d,9743.069359602187,2023-07-15
0xde6d6f23aabbdc9469c8907ece7c379f98e4cb75,58.47520849622306,2023-07-17
0xde6d6f23aabbdc9469c8907ece7c379f98e4cb75,-50.0,2023-07-17
0x5d4d6836260c116b959e7e25a1735b6c7c328f47,50.0,2023-07-17
0xe894c566b48436d57a0720da459cda2f5c486b79,-29300.0,2023-07-17
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,-0.5,2023-07-21
0x5d4d6836260c116b959e7e25a1735b6c7c328f47,0.5,2023-07-21
0x5d4d6836260c116b959e7e25a1735b6c7c328f47,-0.25,2023-07-21
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,0.25,2023-07-21
0xa53a13a80d72a855481de5211e7654fabdfe3526,2402636.0148168975,2023-07-21
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,-851700.0,2023-07-24
0x5192a2278aa4223070ee9fe4098e7f6e8bd8ddcc,-38985.41440050512,2023-07-25
0x849d52316331967b6ff1198e5e32a0eb168d039d,973876.2741240576,2023-07-25
0xd1236a6a111879d9862f8374ba15344b6b233fbd,-10.0,2023-07-25
0xd1236a6a111879d9862f8374ba15344b6b233fbd,0.9738680469622769,2023-07-25
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,-94630.0,2023-07-26
0xa53a13a80d72a855481de5211e7654fabdfe3526,-150000.0,2023-07-26
0x5d4885482ebee2707fc7e4b645b3c66cdcba0615,18810.150722891372,2023-07-26
0x9a25d79ab755718e0b12bd3c927a010a543c2b31,-847666.9098017793,2023-07-27
0x289094fff803739b3445503076cbfb4b2a3940bf,437896.04451911367,2023-07-27
0xfce11e5b8940889bed838788610aa05c87f2fbd8,720.848104396712,2023-07-27
0x4b17b32de85aa3636929ac2cc029b95173b2aee5,-3443.935356964424,2023-07-27
0xa856b57b45e9aae537da36f298734b5553a7421e,0.9781595578396298,2023-07-28
0x135073e67d8d8ed99f280183674b8c1436257340,29694.403968057235,2023-07-28
0x0728945c21a725489aee99658359b46dc9dc4232,9.73568123027717,2023-07-29
0x72659cc671bfa23a73e0ade3860537b41495c9c9,11185.850116725675,2023-07-29
0x72659cc671bfa23a73e0ade3860537b41495c9c9,-11185.850116725675,2023-07-29
0x6ad977aa58ebca43ee1be688274c037be7a7a0e5,34074.289046050006,2023-07-29
0x6c068858140829f7fddd7907bca518e6b97c7274,347.4243464876013,2023-07-29
0xd320f94e6395a71dfa2f6191a4d78e0ed37108ce,5396.392219257598,2023-07-31
0x34d90e463310bcb761865d001fe0fd0722567b99,-42056.63018135414,2023-07-31
0xa31f48cf048af2c6851c50e7d60a32296a01119b,25686.119252368055,2023-07-31
0xbe3c2d83fbca8a70f7d22c1057b041d8a2668f13,2137260.592142634,2023-07-31
0x6a7c28b77b7acb1548f7516134d6ea8f679f324b,1336.7613904231896,2023-08-01
0xe6d7b9fb31b93e542f57c7b6bfa0a5a48efc9d0f,1946.6453916167025,2023-08-01
0x87a9789246cea63d0fb6dcaaadc55a06a2f2abc1,1004.1226982117832,2023-08-01
0x4ca84e948fac787de802c3846392c9e127bb5052,-24344.871576538848,2023-08-01
0xa73768dc3edf1637ab8ffbac3ecd0512b9a34b9a,169.35309609931733,2023-08-01
0xa73768dc3edf1637ab8ffbac3ecd0512b9a34b9a,169.35309002855738,2023-08-01
0xa73768dc3edf1637ab8ffbac3ecd0512b9a34b9a,174059.79655073484,2023-08-01
0xa53a13a80d72a855481de5211e7654fabdfe3526,-270000.0,2023-08-01
0x78f897f0fe2d3b5690ebae7f19862deacedf10a7,-135796.01906115175,2023-08-01
0xa9c2649f667dd489dc7a41b8ae5b804f0d5fcfad,135796.01906115175,2023-08-01
0xa00843f36f6ab2e04a5f951d88b098cd1be02bc3,60165.65680903623,2023-08-01
0xa00843f36f6ab2e04a5f951d88b098cd1be02bc3,-60165.65680903623,2023-08-01
0xf4a618fd45f735a66c6729386b334c413488ad99,194646.6877278728,2023-08-02
0xa53a13a80d72a855481de5211e7654fabdfe3526,477428.9397231206,2023-08-02
0x9aa56caa01d4c0a34233866f8527d266c07bdda1,13624.594947072805,2023-08-02
0xdd84ce1adcb3a4908db61a1dfa3353c3974c5a2b,136917.25561470975,2023-08-02
0xdd84ce1adcb3a4908db61a1dfa3353c3974c5a2b,-136917.25561470975,2023-08-02
0x5c0f620155e85491f8d35440bb17538ba5c55282,1946.2632157054516,2023-08-03
0xdada91d12dd2aa6bfedf8bfe837830d879e1c11a,0.9731231660540937,2023-08-03
0xd1236a6a111879d9862f8374ba15344b6b233fbd,-1.0,2023-08-03
0xa31f48cf048af2c6851c50e7d60a32296a01119b,1.0,2023-08-03
0x10649c79428d718621821cf6299e91920284743f,97.2889644881328,2023-08-03
0xa31f48cf048af2c6851c50e7d60a32296a01119b,28382.86226118174,2023-08-03
0xa31f48cf048af2c6851c50e7d60a32296a01119b,-9098.0,2023-08-03
0x53ab1cc07738f15105ae56d8cd61ea36af9a91a0,9098.0,2023-08-03
0x10649c79428d718621821cf6299e91920284743f,-97.2889644881328,2023-08-03
0xf911b2faf47f688c6820990ab05390faa61ccf42,97.2889644881328,2023-08-03
0xf911b2faf47f688c6820990ab05390faa61ccf42,-97.2889644881328,2023-08-03
0xf4ab415e00ff0ed4f25d31d7e9140f3c75b69e7d,97.2889644881328,2023-08-03
0x07da99dff5f996fad9fce0e15a20edc4dbeae028,12029.410484477105,2023-08-04
0x19891541842162ad4311f14055e7221406213d67,56267.0440360159,2023-08-04
0xe114037b3cae3fbd66a1ba9e2737c040ffc53d55,72977.32652466877,2023-08-04
0xa53a13a80d72a855481de5211e7654fabdfe3526,-200000.0,2023-08-04
0xa8a0c6894a1090c189da1ee93c2fc1da22a6725e,33083.016739505816,2023-08-05
0x15fc862e8f0ca333d4387150c6e53235eba6e22c,729.7251498577671,2023-08-05
0x158277daa6cb2aba7a5b694dc769d7af22dcca81,15177.428734820114,2023-08-05
0x0feb0f31d67adbbc950ac0c5266490a9a9735a49,22218.660910871295,2023-08-06
0x0feb0f31d67adbbc950ac0c5266490a9a9735a49,-22218.660910871295,2023-08-06
0xa53a13a80d72a855481de5211e7654fabdfe3526,398985.8100840045,2023-08-06
0xa53a13a80d72a855481de5211e7654fabdfe3526,291854.4613692991,2023-08-06
0xb79a48cdfb85d1ac45989f40793abc7a1a15c5e3,245615.54565740676,2023-08-06
0x5e46884a77e0ac5f3126e30720bd5218814dc5e2,172223.72111489758,2023-08-06
0x73e47e110dd251bd6449381724f2bb51c11b14bc,98266.73606662989,2023-08-06
0x555187752ef6d73758862b5d364aab362c996d0e,3210352.2551311245,2023-08-06
0x420a1a63983d0a86722facf9b74734e2e25dcc32,38913.23417522901,2023-08-06
0xed076b67b2c6c9c517b3d8ada7481cf24cf012b1,9728.858627833746,2023-08-06
0x5baac7ccda079839c9524b90df81720834fc039f,48.636410212664835,2023-08-06
0x5baac7ccda079839c9524b90df81720834fc039f,-48.636410212664835,2023-08-06
0x7965929199d1bf07419cef06d3ec6899e9933b28,48.636410212664835,2023-08-06
0xa53a13a80d72a855481de5211e7654fabdfe3526,437771.1794136033,2023-08-06
0x103c42e842d9e0a9bf14e97237747d8de7ee0267,8104.724664877202,2023-08-06
0xf6b40d0dad0d2b28fe7fdc125cb0b5ea92c22da7,62102.13330819892,2023-08-06
0x1d95ac1b919e9f6b76bb9561720a682119aad95b,19114.812109998544,2023-08-06
0x0bcab08aba1c82e7074b5bc197649f471f73fb83,29181.953830180537,2023-08-06
0xa07329f4c409b5814f729a1c5a6b574684a75950,20088.347466677384,2023-08-06
0x57b8f871c92770fa22d3fd42cf22d9c492d9c2cc,12921.661854016427,2023-08-06
0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,2581865.9734758055,2023-08-06
0x005ad01fd882b94d6fa5e836aaadbc500cf7a1c7,55400.31214976225,2023-08-06
0x4855ea3738b30192e86d52ca9a3ce4030c3de794,31939.74717485189,2023-08-06
0xf45169ec08b97d00a22cee73cfbdc9692bc7532d,23301.950030845634,2023-08-06
0x97ec4001ad1d2a1fbb581ea34c5c0bd4a210c25c,11357.359896924818,2023-08-06
0x92a72f2c75d1f3e82db73bbf631d710a7358d55f,4195.226467307215,2023-08-07
0x5baac7ccda079839c9524b90df81720834fc039f,340475.7227902088,2023-08-07
0xd2343e1bf55f85b0f663f37eb67720a1e95072cc,58333.60678184126,2023-08-07
0x2456634f6933d0433aa9d2ecd6b823425c541ba8,26112.792057899813,2023-08-07
0x841cec63ce438c4b1d7f6c6edefe1d3f9a113191,6795.976676243849,2023-08-07
0xfab10aa58bf87a3499bd5b603af8c442fc48cbac,68094.34629089522,2023-08-07
0xb24b1b1b4b1f8e49d6d50f8e043e44ad1dac64e5,137593.05165805874,2023-08-07
0x1adb3301e0123dfaf305647e703a62a5fb14fcd5,178919.25875541288,2023-08-07
0x21623aee58579a4723e8e06947029372101c1810,31933.511596821834,2023-08-07
0xe44799ef334df157e0f8e2855e5ebebdbc02b299,34046.91919530506,2023-08-07
0x8474c43970481015019819936793ddc210a0050e,296220.3753398308,2023-08-07
0x596a64198a8cce9c8a2f0d1076f0e3d84ff733c6,1890674.79309188,2023-08-07
0x44b6370d43e359ce20fffd91b7652bcf0fa4b40a,1443914.3086040353,2023-08-07
0xb974884fb4065791ca8fcec4b1df73df8c981b6d,4857.411602739783,2023-08-07
0x91db986ae04ac04609841a9564d9dca5e83e21a0,2918.549418120151,2023-08-07
0x6c0555a93045f2e694457c2ecd92a84a2d94f223,150720.26921698014,2023-08-07
0xb974884fb4065791ca8fcec4b1df73df8c981b6d,19447.043947003844,2023-08-07
0x91db986ae04ac04609841a9564d9dca5e83e21a0,19644.518551171124,2023-08-07
0x8474c43970481015019819936793ddc210a0050e,-288151.81446299865,2023-08-07
0x8474c43970481015019819936793ddc210a0050e,-7848.784342791534,2023-08-07
0x8474c43970481015019819936793ddc210a0050e,-219.77651473210727,2023-08-07
0x8474c43970481015019819936793ddc210a0050e,-1.9308480757289e-05,2023-08-07
0xe44799ef334df157e0f8e2855e5ebebdbc02b299,-34046.91420998132,2023-08-07
0x226662405c6bcf88d326d8d188bf7f6353714802,20370.486339647246,2023-08-07
0x3dd3f1e1b0dbe842aef9182bda711223396f5d64,97.27579812910523,2023-08-07
0x3dd3f1e1b0dbe842aef9182bda711223396f5d64,78723.7649006993,2023-08-07
0xa3141b623537946fd80747037f2aea832209a5b9,603704.9544878487,2023-08-07
0x226662405c6bcf88d326d8d188bf7f6353714802,14338.340995738286,2023-08-07
0xfce11e5b8940889bed838788610aa05c87f2fbd8,29205.81019686593,2023-08-07
0x5192a2278aa4223070ee9fe4098e7f6e8bd8ddcc,38871.24614866487,2023-08-07
0x5324b01e0bf195b1ee28068aa62586fdac77fc22,486376.88259432616,2023-08-07
0xe28f767a9d6c544da2c0d02ff4dec5482f4c5f3c,131195.48172922022,2023-08-07
0xd929f314d29bcae2a6b04c170a062c8005673257,194531.14177573635,2023-08-07
0xeb515a0e947a7adcc96a346360e7d7cc608154e0,9.727517141184164,2023-08-07
